url,name,name_alt,header,rooms,facilities,badge,rating_n_reviews,price,price_alt,superhost,sp_url,location,specialties_1,specialties_2,price_per_night,refundables,prices_1,prices_2,listing_ratings,host_joined,host_feats,lang_responses,house_rules,amenities
/rooms/43788850?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=50827513-4a03-4087-95af-6c9daaf95176,empty,Appartments Residence Adlerhorst,Entire apartment in Finkenberg,4 guests · 1 bedroom · 2 beds · 1 bath,Kitchen,empty,empty,empty,$259,empty,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=20,,Entire home**__**Enhanced Clean**__**Pets allowed**__**Free cancellation until 8:00 AM on Mar 15**__**House rules,,€210/ night,,"€210 x 7 nightsView price breakdown€1,470**__**Cleaning feeView price breakdown€50","Service feeView price breakdown€0**__**Total€1,520",,Joined in February 2016,1 Review**__**Identity verified,"Languages: English, Deutsch**__**Response rate: 67%**__**Response time: within a day","󰀥Check-in:  8:00 AM - 11:00 PM**__**󰀥Checkout: 10:00 AM**__**󱤂No parties or events**__**󱤅Pets are allowed**__**󱤇Smoking is allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠃Nearby lake, river, other body of water**__**󱠁Smoke alarm","{""amenity_Bathroom"": [""Hot water"", ""Hair dryer""], ""amenity_Bedroom and laundry"": [""Hangers"", ""Washer"", ""Essentials"", ""Dryer""], ""amenity_Entertainment"": [""TV""], ""amenity_Family"": [""Crib"", ""High chair"", ""Children\u2019s books and toys""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Home safety"": [""Unavailable: Security cameras on property"", ""Smoke alarm"", ""Fire extinguisher""], ""amenity_Internet and office"": [""Wifi"", ""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Kitchen""], ""amenity_Location features"": [""Private entrance""], ""amenity_Parking and facilities"": [""Free parking on premises""], ""amenity_Services"": [""Long term stays allowed"", ""Luggage dropoff allowed""], ""amenity_Not included"": [""Unavailable: Carbon monoxide alarm"", ""Unavailable: Air conditioning"", ""Unavailable: Shampoo""]}"
/rooms/21534178?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=50827513-4a03-4087-95af-6c9daaf95176,empty,Steindlhof Apartment Marlena,Entire apartment in Schwendau,4 guests · 2 bedrooms · 4 beds · 1 bath,Kitchen,empty,4.91 (55 reviews),empty,$139,SUPERHOST,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=20,"Schwendau, Tirol, Austria",Entire home**__**Enhanced Clean**__**Michaela is a Superhost**__**Free cancellation until 4:00 PM on Mar 11**__**House rules,,€94/ night,,€94 x 7 nightsView price breakdown€658**__**Cleaning feeView price breakdown€40,Service feeView price breakdown€118**__**Total€816,5.0**__**4.9**__**5.0**__**4.8**__**5.0**__**4.9,Joined in October 2017,55 Reviews**__**Superhost,Response rate: 100%**__**Response time: within a few hours,"󰀥Check-in:  4:00 PM - 9:00 PM**__**󰀥Checkout: 9:00 AM**__**󱤈No smoking**__**󱤆No pets**__**󱤂No parties or events**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more**__**󰐂Security Deposit - if you damage the home, you may be charged up to €100",{}
/rooms/44609233?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=50827513-4a03-4087-95af-6c9daaf95176,empty,Gorgeous Apartment in Zell am Ziller near Zillertal Arena,Entire apartment in Schwaz,6 guests · 3 bedrooms · 3 beds · 1 bath,Kitchen,empty,empty,empty,$165,empty,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=20,"Schwaz, Tirol, Austria",,Entire home**__**Enhanced Clean**__**Experienced host**__**Cancellation policy**__**House rules,€117/ night,,€117 x 7 nightsView price breakdown€819**__**Cleaning feeView price breakdown€150,Service feeView price breakdown€0**__**Total€969,,Joined in June 2019,2382 Reviews**__**Identity verified,"Languages: Nederlands, English, Français, Deutsch**__**Response rate: 100%**__**Response time: within an hour",󰀥Check-in:  After 4:00 PM**__**󰀥Checkout: 9:00 AM**__**󱤈No smoking**__**󱤆No pets**__**󱠁Long term stays (28 days or more) are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,"{""amenity_Bedroom and laundry"": [""Hangers"", ""Essentials""], ""amenity_Entertainment"": [""TV""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Internet and office"": [""Wifi"", ""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Kitchen"", ""Coffee maker"", ""Microwave""], ""amenity_Location features"": [""Private entrance""], ""amenity_Parking and facilities"": [""Free street parking""], ""amenity_Not included"": [""Unavailable: Carbon monoxide alarm"", ""Unavailable: Air conditioning"", ""Unavailable: Washer"", ""Unavailable: Hair dryer"", ""Unavailable: Smoke alarm"", ""Unavailable: Shampoo""]}"
/rooms/45679386?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=50827513-4a03-4087-95af-6c9daaf95176,empty,Appartement Nähe Mayrhofen - HORBERG 3,Entire apartment in Schwendau,6 guests · 2 bedrooms · 4 beds · 1 bath,Kitchen,empty,empty,empty,$251,empty,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=20,"Schwendau, Tirol, Austria",Entire home**__**Enhanced Clean**__**Free cancellation until 1:00 PM on Mar 11**__**House rules,,€196/ night,,"€206 x 7 nightsView price breakdown€1,442**__**5% weekly price discountView price breakdown-€72**__**Cleaning feeView price breakdown€100","Service feeView price breakdown€0**__**Total€1,470",,Joined in September 2020,Identity verified,Response rate: 80%**__**Response time: within an hour,󰀥Check-in:  1:00 PM - 6:00 PM**__**󰀥Checkout: 9:00 AM**__**󱤈No smoking**__**󱤆No pets**__**󱤂No parties or events**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠁Smoke alarm,"{""amenity_Bathroom"": [""Hot water"", ""Shampoo"", ""Body soap"", ""Hair dryer""], ""amenity_Bedroom and laundry"": [""Bed linens"", ""Essentials"", ""Hangers""], ""amenity_Entertainment"": [""TV""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Home safety"": [""Unavailable: Security cameras on property"", ""Smoke alarm"", ""Fire extinguisher""], ""amenity_Internet and office"": [""Wifi""], ""amenity_Kitchen and dining"": [""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Dishwasher"", ""Kitchen"", ""Stove"", ""Nespresso machine"", ""Microwave""], ""amenity_Outdoor"": [""Patio or balcony""], ""amenity_Parking and facilities"": [""Free parking on premises""], ""amenity_Services"": [""Long term stays allowed""], ""amenity_Not included"": [""Unavailable: Washer"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Private entrance"", ""Unavailable: Air conditioning""]}"
/rooms/48189039?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=50827513-4a03-4087-95af-6c9daaf95176,empty,4 star holiday home in Zell am Ziller,Entire apartment in Gerlosberg,5 guests · 2 bedrooms · 4 beds · 1 bath,Kitchen,empty,empty,empty,$110,empty,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=20,"Gerlosberg, Tirol, Austria",,Entire home**__**Enhanced Clean**__**Cancellation policy**__**House rules,€92/ night,,€83 x 7 nightsView price breakdown€579**__**Service feeView price breakdown€0,Cleaning feeView price breakdown€65**__**Total€644,,Joined in January 2021,Identity verified,"Languages: Nederlands, English, Français, Deutsch**__**Response rate: 88%**__**Response time: within an hour",󰀥Check-in:  After 4:00 PM**__**󰀥Checkout: 9:00 AM**__**󱤈No smoking**__**󱤅Pets are allowed**__**󱠁Long term stays (28 days or more) are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,"{""amenity_Bathroom"": [""Bathtub""], ""amenity_Bedroom and laundry"": [""Hangers""], ""amenity_Entertainment"": [""TV""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Internet and office"": [""Wifi"", ""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Kitchen"", ""Microwave"", ""Refrigerator"", ""Oven"", ""Coffee maker""], ""amenity_Location features"": [""Private entrance""], ""amenity_Not included"": [""Unavailable: Washer"", ""Unavailable: Essentials"", ""Unavailable: Smoke alarm"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Shampoo"", ""Unavailable: Air conditioning"", ""Unavailable: Hair dryer""]}"
/rooms/48188939?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=50827513-4a03-4087-95af-6c9daaf95176,empty,4 star holiday home in Fügen,Entire apartment in Schwaz District,6 guests · 4 bedrooms · 6 beds · 2 baths,Kitchen,empty,empty,empty,$162,empty,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=20,"Schwaz District, Tyrol, Austria",Entire home**__**Enhanced Clean**__**Cancellation policy**__**House rules,,€136/ night,,€127 x 7 nightsView price breakdown€889**__**Service feeView price breakdown€0,Cleaning feeView price breakdown€60**__**Total€949,,Joined in January 2021,Identity verified,"Languages: Nederlands, English, Français, Deutsch**__**Response rate: 88%**__**Response time: within an hour",󰀥Check-in:  After 4:00 PM**__**󰀥Checkout: 9:00 AM**__**󱤈No smoking**__**󱤅Pets are allowed**__**󱠁Long term stays (28 days or more) are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,"{""amenity_Bedroom and laundry"": [""Washer"", ""Hangers""], ""amenity_Entertainment"": [""TV""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Internet and office"": [""Dedicated workspace"", ""Wifi""], ""amenity_Kitchen and dining"": [""Microwave"", ""Oven"", ""Coffee maker"", ""Kitchen"", ""Refrigerator"", ""Dishwasher""], ""amenity_Location features"": [""Private entrance""], ""amenity_Parking and facilities"": [""Free street parking""], ""amenity_Not included"": [""Unavailable: Hair dryer"", ""Unavailable: Shampoo"", ""Unavailable: Air conditioning"", ""Unavailable: Smoke alarm"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Essentials""]}"
/rooms/48188935?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=50827513-4a03-4087-95af-6c9daaf95176,empty,4 star holiday home in Mayrhofen,Entire apartment in Schwaz,6 guests · 3 bedrooms · 3 beds · 1 bath,Kitchen,empty,empty,empty,$151,empty,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=20,"Schwaz, Tirol, Austria",Entire home**__**Enhanced Clean**__**Cancellation policy**__**House rules,,€126/ night,,€113 x 7 nightsView price breakdown€790**__**Service feeView price breakdown€0,Cleaning feeView price breakdown€95**__**Total€885,,Joined in January 2021,Identity verified,"Languages: Nederlands, English, Français, Deutsch**__**Response rate: 88%**__**Response time: within an hour",󰀥Check-in:  After 3:00 PM**__**󰀥Checkout: 9:00 AM**__**󱤈No smoking**__**󱤆No pets**__**󱠁Long term stays (28 days or more) are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,"{""amenity_Bathroom"": [""Bathtub""], ""amenity_Bedroom and laundry"": [""Hangers""], ""amenity_Entertainment"": [""TV""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Internet and office"": [""Wifi"", ""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Kitchen"", ""Refrigerator"", ""Oven"", ""Coffee maker""], ""amenity_Location features"": [""Private entrance""], ""amenity_Not included"": [""Unavailable: Essentials"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Hair dryer"", ""Unavailable: Smoke alarm"", ""Unavailable: Air conditioning"", ""Unavailable: Washer"", ""Unavailable: Shampoo""]}"
/rooms/44585861?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=50827513-4a03-4087-95af-6c9daaf95176,empty,Appartements Mair  Luxus-Appartement Gloria,Entire apartment in Mayrhofen,5 guests · 1 bedroom · 6 beds · 1 bath,Kitchen,empty,empty,empty,$245,empty,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=20,"Mayrhofen, Tirol, Austria",,Entire home**__**Enhanced Clean**__**Pool**__**Free cancellation until 3:00 PM on Mar 11**__**House rules,€196/ night,,"€196 x 7 nightsView price breakdown€1,372**__**Cleaning feeView price breakdown€65","Service feeView price breakdown€0**__**Total€1,437",,Joined in August 2020,8 Reviews,Response rate: 20%**__**Response time: a few days or more,󰀥Check-in:  Flexible**__**󱤄Not suitable for children and infants**__**󱤈No smoking**__**󱤆No pets**__**󱤂No parties or events**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠃No smoke alarm**__**󱠆Carbon monoxide alarm not reported Learn more,{}
/rooms/30030452?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=50827513-4a03-4087-95af-6c9daaf95176,empty,"Großzügige Whg. im MG mit Terrasse, Garten (Whg 2)",Entire apartment in Stumm,6 guests · 2 bedrooms · 6 beds · 1 bath,Kitchen,empty,5.0 (4 reviews),empty,$179,empty,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=20,"Stumm, Tirol, Austria",Entire home**__**Enhanced Clean**__**Self check-in**__**Cancellation policy**__**House rules,,€116/ night,,€116 x 7 nightsView price breakdown€812**__**Cleaning feeView price breakdown€85,"Service feeView price breakdown€152**__**Total€1,049",5.0**__**5.0**__**5.0**__**5.0**__**4.8**__**5.0,Joined in January 2017,30 Reviews,"Languages: English, Deutsch","󰀥Check-in:  After 5:00 PM**__**󰀥Checkout: 9:00 AM**__**󰄄Self check-in with lockbox**__**󱤈No smoking**__**󱤆No pets**__**󱤂No parties or events**__**󱠁Long term stays (28 days or more) are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠃No carbon monoxide alarm**__**󱠃No smoke alarm**__**󰐂Security Deposit - if you damage the home, you may be charged up to €100","{""amenity_Bathroom"": [""Hot water"", ""Bathtub"", ""Hair dryer""], ""amenity_Bedroom and laundry"": [""Essentials"", ""Iron"", ""Extra pillows and blankets"", ""Washer"", ""Hangers"", ""Dryer""], ""amenity_Entertainment"": [""TV"", ""Cable TV""], ""amenity_Family"": [""Crib"", ""High chair"", ""Pack \u2019n Play/travel crib""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Home safety"": [""Unavailable: Security cameras on property"", ""Fire extinguisher""], ""amenity_Internet and office"": [""Dedicated workspace"", ""Wifi""], ""amenity_Kitchen and dining"": [""Refrigerator"", ""Cooking basics"", ""Stove"", ""Coffee maker"", ""Kitchen"", ""Dishes and silverware"", ""Oven"", ""Dishwasher""], ""amenity_Location features"": [""Private entrance""], ""amenity_Outdoor"": [""Patio or balcony"", ""Garden or backyard""], ""amenity_Parking and facilities"": [""Free parking on premises"", ""Single level home""], ""amenity_Services"": [""Lockbox"", ""Luggage dropoff allowed""], ""amenity_Not included"": [""Unavailable: Smoke alarm"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Shampoo"", ""Unavailable: Air conditioning""]}"
/rooms/46618615?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=50827513-4a03-4087-95af-6c9daaf95176,empty,Peaceful Apartment in Mayrhofen with Terrace,Entire apartment in Finkenberg,6 guests · 2 bedrooms · 4 beds · 2 baths,Kitchen,empty,empty,empty,$178,empty,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=20,"Finkenberg, Tirol, Austria",,Entire home**__**Enhanced Clean**__**Experienced host**__**Cancellation policy**__**House rules,€132/ night,,€132 x 7 nightsView price breakdown€922**__**Cleaning feeView price breakdown€120,"Service feeView price breakdown€0**__**Total€1,042",,Joined in June 2019,2382 Reviews**__**Identity verified,"Languages: Nederlands, English, Français, Deutsch**__**Response rate: 100%**__**Response time: within an hour",󰀥Check-in:  After 4:00 PM**__**󰀥Checkout: 10:00 AM**__**󱤈No smoking**__**󱤅Pets are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,"{""amenity_Bedroom and laundry"": [""Essentials"", ""Hangers""], ""amenity_Entertainment"": [""TV"", ""Cable TV""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Internet and office"": [""Wifi"", ""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Oven"", ""Kitchen""], ""amenity_Location features"": [""Private entrance""], ""amenity_Parking and facilities"": [""Free street parking""], ""amenity_Services"": [""Long term stays allowed""], ""amenity_Not included"": [""Unavailable: Shampoo"", ""Unavailable: Hair dryer"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Washer"", ""Unavailable: Smoke alarm"", ""Unavailable: Air conditioning""]}"
/rooms/48189022?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=50827513-4a03-4087-95af-6c9daaf95176,empty,4 star holiday home in Fügen,Entire apartment in Schwaz District,5 guests · 2 bedrooms · 3 beds · 1 bath,Kitchen,empty,empty,empty,$80,empty,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=20,"Schwaz District, Tyrol, Austria",Entire home**__**Enhanced Clean**__**Cancellation policy**__**House rules,,€67/ night,,€67 x 7 nightsView price breakdown€469,Service feeView price breakdown€0**__**Total€469,,Joined in January 2021,Identity verified,"Languages: Nederlands, English, Français, Deutsch**__**Response rate: 88%**__**Response time: within an hour",󰀥Check-in:  After 4:00 PM**__**󰀥Checkout: 9:00 AM**__**󱤈No smoking**__**󱤅Pets are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,{}
/rooms/46638699?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=50827513-4a03-4087-95af-6c9daaf95176,empty,Alluring Apartment in Mayrhofen near Forest,Entire apartment in Finkenberg,5 guests · 2 bedrooms · 3 beds · 2 baths,Kitchen,empty,empty,empty,$169,empty,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=20,"Finkenberg, Tirol, Austria",Entire home**__**Enhanced Clean**__**Experienced host**__**Cancellation policy**__**House rules,,€128/ night,,€128 x 7 nightsView price breakdown€893**__**Cleaning feeView price breakdown€100,Service feeView price breakdown€0**__**Total€993,,Joined in June 2019,2382 Reviews**__**Identity verified,"Languages: Nederlands, English, Français, Deutsch**__**Response rate: 100%**__**Response time: within an hour",󰀥Check-in:  After 4:00 PM**__**󰀥Checkout: 10:00 AM**__**󱤈No smoking**__**󱤅Pets are allowed**__**󱠁Long term stays (28 days or more) are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,"{""amenity_Bedroom and laundry"": [""Hangers"", ""Essentials""], ""amenity_Entertainment"": [""TV"", ""Cable TV""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Internet and office"": [""Wifi"", ""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Kitchen"", ""Oven""], ""amenity_Location features"": [""Private entrance""], ""amenity_Parking and facilities"": [""Free street parking""], ""amenity_Not included"": [""Unavailable: Carbon monoxide alarm"", ""Unavailable: Hair dryer"", ""Unavailable: Smoke alarm"", ""Unavailable: Air conditioning"", ""Unavailable: Washer"", ""Unavailable: Shampoo""]}"
/rooms/13797602?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=50827513-4a03-4087-95af-6c9daaf95176,empty,"App.  in  dream location, Zillertal!",Entire apartment in Gerlosberg,4 guests · 2 bedrooms · 3 beds · 1 bath,Kitchen,empty,4.90 (43 reviews),empty,$169,SUPERHOST,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=20,"Gerlosberg, Tirol, Austria",,Entire home**__**Enhanced Clean**__**Kathrin is a Superhost**__**Free cancellation until 3:00 PM on Mar 11**__**House rules,€130/ night,,€130 x 7 nightsView price breakdown€910**__**Cleaning feeView price breakdown€80,Service feeView price breakdown€0**__**Total€990,5.0**__**4.9**__**4.9**__**4.8**__**5.0**__**4.8,Joined in September 2015,135 Reviews**__**Identity verified**__**Superhost,"Languages: English, Deutsch**__**Response rate: 100%**__**Response time: within an hour","󰀥Check-in:  After 3:00 PM**__**󰀥Checkout: 9:00 AM**__**󱤈No smoking**__**󱤆No pets**__**󱤂No parties or events**__**󱠁Long term stays (28 days or more) are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠁Carbon monoxide detector not required Learn more**__**󱠁Smoke alarm**__**󰐂Security Deposit - if you damage the home, you may be charged up to €150",{}
/rooms/48188916?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=50827513-4a03-4087-95af-6c9daaf95176,empty,4 star holiday home in Hippach im Zillertal,Entire apartment in Hippach,4 guests · 2 bedrooms · 4 beds · 1 bath,Kitchen,empty,empty,empty,$129,empty,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=20,"Hippach, Tirol, Austria",,Entire home**__**Enhanced Clean**__**Cancellation policy**__**House rules,€108/ night,,€108 x 7 nightsView price breakdown€753,Service feeView price breakdown€0**__**Total€753,,Joined in January 2021,Identity verified,"Languages: Nederlands, English, Français, Deutsch**__**Response rate: 88%**__**Response time: within an hour",󰀥Check-in:  After 2:00 PM**__**󰀥Checkout: 7:00 AM**__**󱤈No smoking**__**󱤆No pets**__**󱠁Long term stays (28 days or more) are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,{}
/rooms/45679166?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=50827513-4a03-4087-95af-6c9daaf95176,empty,Appartement Nähe Mayrhofen - HORBERG 2,Entire apartment in Schwendau,8 guests · 3 bedrooms · 6 beds · 1 bath,Kitchen,empty,empty,empty,$286,empty,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=20,"Schwendau, Tirol, Austria",Entire home**__**Enhanced Clean**__**Free cancellation until 1:00 PM on Mar 11**__**House rules,,€225/ night,,"€237 x 7 nightsView price breakdown€1,659**__**5% weekly price discountView price breakdown-€83**__**Cleaning feeView price breakdown€100","Service feeView price breakdown€0**__**Total€1,676",,Joined in September 2020,Identity verified,Response rate: 80%**__**Response time: within an hour,󰀥Check-in:  1:00 PM - 6:00 PM**__**󰀥Checkout: 9:00 AM**__**󱤈No smoking**__**󱤆No pets**__**󱤂No parties or events**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠁Smoke alarm,"{""amenity_Bathroom"": [""Shampoo"", ""Body soap""], ""amenity_Bedroom and laundry"": [""Essentials""], ""amenity_Entertainment"": [""TV""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Home safety"": [""Unavailable: Security cameras on property"", ""Smoke alarm"", ""Fire extinguisher""], ""amenity_Internet and office"": [""Wifi""], ""amenity_Kitchen and dining"": [""Nespresso machine"", ""Microwave"", ""Kitchen"", ""Stove"", ""Refrigerator"", ""Dishes and silverware"", ""Dishwasher""], ""amenity_Outdoor"": [""Patio or balcony""], ""amenity_Parking and facilities"": [""Free parking on premises""], ""amenity_Services"": [""Long term stays allowed""], ""amenity_Not included"": [""Unavailable: Air conditioning"", ""Unavailable: Hair dryer"", ""Unavailable: Washer"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Private entrance""]}"
